id,name,elements,sigelements,yeardiscovery,hmin,hmax,hardtype,specificgravity,strunz10ed1,strunz10ed2,strunz10ed3,strunz10ed4,dana8ed1,dana8ed2,dana8ed3,dana8ed4
1428,Evenkite,-C-H-,-C-H-,1953,1.0,1.0,0,,10,B,A,50,50,3,6,1
1429,Ewaldite,-Ba-Ca-Ce-Na-O-C-K-H-Y-,-Ba-Na-O-C-H-,,0.0,0.0,0,,5,C,C,05,14,2,4,1
1430,Eylettersite,-Al-Th-O-P-H-,-Al-Th-O-P-H-,1972,3.0,4.0,0,,8,B,L,10,41,5,12,2
1431,Ezcurrite,-Na-B-O-H-,-Na-B-O-H-,1957,3.0,3.5,0,,6,E,B,10,26,5,5,1
1432,Eztlite,-Cl-Fe-Pb-Te-O-S-,-Cl-Fe-Pb-Te-O-S-,1982,3.0,3.0,0,,4,J,N,20,34,8,5,1
1433,Fabianite,-Ca-B-O-H-,-Ca-B-O-H-,1962,6.0,6.0,0,2.796,6,F,C,20,25,3,3,1
1435,Faheyite,-Be-Fe-Mn-O-P-H-,-Be-Fe-Mn-O-P-H-,1952,3.0,3.0,0,2.660,8,C,A,15,40,5,3,1
1436,Fahleite,-As-Ca-Fe-Zn-O-H-,-As-Ca-Fe-Zn-O-H-,1982,2.0,2.0,0,,8,C,H,55,40,5,8,2
1439,Fairbankite,-Pb-Te-O-S-,-Pb-Te-O-S-,1979,2.0,2.0,0,,4,J,K,50,34,1,2,1
1442,Fairchildite,-Ca-O-C-K-,-Ca-O-C-K-,1946,2.5,2.5,0,,5,A,C,20,14,3,3,1
1443,Fairfieldite,-Ca-Mn-O-P-H-,-Ca-Mn-O-P-H-,1879,3.5,3.5,0,,8,C,G,05,40,2,2,1
1444,Falcondoite,-Mg-Ni-Si-O-H-,-Ni-Si-O-H-,,2.0,3.0,0,,9,E,E,25,74,3,1b,2
1446,Falkmanite,-Pb-Sb-S-,-Pb-Sb-S-,,2.0,3.0,0,,2,H,C,15,3,5,2,2
1451,Famatinite,-Cu-Sb-S-,-Cu-Sb-S-,1873,3.0,4.0,0,,2,K,A,10,3,2,2,2
1452,Fangite,-As-Tl-S-,-As-Tl-S-,1992,2.0,2.5,0,,2,K,A,15,3,2,9,1
1456,Farringtonite,-Mg-O-P-,-Mg-O-P-,1961,0.0,0.0,0,,8,A,B,05,38,3,1,2
1458,Fayalite,-Fe-Si-O-,-Fe-Si-O-,1840,7.0,7.0,0,4.3,9,A,C,05,51,3,1,1
1459,Axinite-(Fe),-Al-Ca-Fe-Si-B-O-H-,-Al-Ca-Fe-Si-B-O-H-,,6.5,7.0,0,,9,B,D,20,56,2,2,1
1463,Clinofergusonite-(Y),-Nb-O-Y-,-Nb-O-Y-,,5.5,6.5,0,,4,D,G,10,8,1,2,1
1464,Ferro-anthophyllite,-Fe-Si-O-H-,-Fe-Si-O-H-,,5.5,6.0,0,approx. 2.9-3.5(meas.),9,D,D,05,0,0,0,0
1466,Clinofergusonite-(Nd),-Ce-Nb-Nd-O-,-Nb-Nd-O-,,5.5,6.5,0,,4,D,G,10,8,1,2,3
1467,Fedorite,-Ca-Na-Si-O-K-F-H-,-Ca-Na-Si-O-H-,1965,0.0,0.0,0,,9,E,E,80,73,1,3,1
1468,Fedorovskite,-Ca-Mg-B-O-H-,-Ca-Mg-B-O-H-,,4.5,4.5,0,2.82(calc),6,D,A,25,25,4,1,2
1469,Fedotovite,-Cu-O-K-S-,-Cu-O-K-S-,1986,2.5,2.5,0,3.205,7,B,C,30,30,3,4,1
1472,Ferro-edenite,-Al-Ca-Fe-Na-Si-O-H-,-Al-Ca-Fe-Na-Si-O-H-,,5.0,6.0,0,[nd for (calc.)]; approx. 3.4(meas.),9,D,E,15,0,0,0,0
1473,Feitknechtite,-Mn-O-H-,-Mn-O-H-,1965,0.0,0.0,0,,4,F,E,25,6,1,4,3
1474,Felsőbányaite,-Al-O-S-H-,-Al-O-S-H-,,1.5,1.5,0,,7,D,D,05,31,4,4,1
1475,Fenaksite,-Fe-Mn-Na-Si-O-K-F-H-,-Fe-Si-O-K-H-,1959,5.0,5.5,0,,9,D,G,70,70,1,1,2
1476,Ferberite,-Fe-O-W-,-Fe-O-W-,1863,4.0,4.5,0,,4,D,B,30,48,1,1,2
1477,Ferchromide,-Cr-Fe-,-Cr-Fe-,1986,6.5,6.5,0,,1,A,E,15,1,1,12,3
1478,Fergusonite-(Ce),-Ce-Nb-O-H-,-Ce-Nb-O-H-,,5.5,6.5,0,,7,G,A,05,8,1,1,3
1480,Fergusonite-(Y),-Nb-O-Y-,-Nb-O-Y-,,5.5,6.5,0,,7,G,A,05,8,1,1,1
1481,Clinofergusonite-(Ce),-Ce-Nb-O-,-Ce-Nb-O-,,5.5,6.5,0,,4,D,G,10,8,1,2,2
1483,Fernandinite,-Ca-Fe-O-K-H-V-,-Ca-O-H-V-,1915,2.0,3.0,0,,4,H,E,20,47,3,2,3
1484,Feroxyhyte,-Fe-O-H-,-Fe-O-H-,1975,0.0,0.0,0,,4,F,E,40,6,1,4,4
1485,Ferrarisite,-As-Ca-O-H-,-As-Ca-O-H-,1980,0.0,0.0,0,,8,C,J,30,39,2,3,1
1490,Ferricopiapite,-Fe-O-S-H-,-Fe-O-S-H-,1938,2.5,3.0,0,,7,D,B,35,31,10,5,4
1493,Ferrihydrite,-Fe-O-H-,-Fe-O-H-,1971,0.0,0.0,0,,4,F,E,35,4,3,2,2
1494,Ferro-ferri-katophorite,-Al-Ca-Fe-Na-Si-O-H-,-Al-Ca-Fe-Na-Si-O-H-,,0.0,0.0,0,,9,D,E,20,0,0,0,0
1495,Ferrilotharmeyerite,-As-Ca-Fe-Zn-O-H-,-As-Ca-Fe-Zn-O-H-,1986,3.0,3.0,0,4.25,8,C,G,15,37,1,6,2
1496,Ferrimolybdite,-Fe-Mo-O-H-,-Fe-Mo-O-H-,1914,1.0,2.0,0,4.25,7,G,B,30,49,2,1,1
1497,Ferrinatrite,-Fe-Na-O-S-H-,-Fe-Na-O-S-H-,1889,2.5,2.5,0,,7,C,C,35,29,4,4,1
1498,Ferripyrophyllite,-Fe-Si-O-H-,-Fe-Si-O-H-,1978,1.5,2.0,0,,9,E,C,10,71,2,1,2
1500,Ferristrunzite,-Fe-O-P-H-,-Fe-O-P-H-,1986,4.0,4.0,0,,8,D,C,25,42,11,9,3
1501,Ferrisurite,-Ca-Fe-Pb-Si-O-C-H-,-Fe-Pb-Si-O-C-H-,1989,2.0,2.5,0,,9,E,C,75,71,2,4,1
1502,Ferrisymplesite,-As-Fe-O-H-,-As-Fe-O-H-,1924,2.5,2.5,0,,8,C,E,40,42,10,1,1
1505,Ferro-actinolite,-Ca-Fe-Si-O-H-,-Ca-Fe-Si-O-H-,1946,5.0,6.0,0,3.24-3.48(meas.); 3.34(calc.),9,D,E,10,0,0,0,0
1507,Ferroalluaudite,-Ca-Fe-Mn-Na-O-P-,-Fe-Na-O-P-,,5.0,5.5,0,,8,A,C,10,38,2,3,5
1511,Ferrobustamite,-Ca-Fe-Si-O-,-Ca-Fe-Si-O-,1973,6.0,6.0,0,,9,D,G,05,65,2,1,3
1512,Ferrocarpholite,-Al-Fe-Si-O-H-,-Al-Fe-Si-O-H-,1929,5.5,5.5,0,,9,D,B,05,65,1,5,2
1514,Columbite-(Fe),-Fe-Nb-O-,-Fe-Nb-O-,1928,6.0,6.0,0,,4,D,B,35,8,3,2,2
1515,Ferro-gedrite,-Al-Fe-Si-O-H-,-Al-Fe-Si-O-H-,1939,5.5,6.0,0,3.562(calc.); 3.566(meas.),9,D,D,05,0,0,0,0
1516,Ferro-glaucophane,-Al-Fe-Na-Si-O-H-,-Al-Fe-Na-Si-O-H-,1957,5.0,6.0,0,3.224(calc.); 3.18-3.34(meas.),9,D,E,25,0,0,0,0
1517,Ferrohexahydrite,-Fe-O-S-H-,-Fe-O-S-H-,1962,2.0,2.0,0,,7,C,B,25,29,6,8,3
1519,Ferro-hornblende,-Al-Ca-Fe-Si-O-H-,-Al-Ca-Fe-Si-O-H-,1978,5.0,6.0,0,nd(calc.); 3.12-3.30(meas.),9,D,E,10,0,0,0,0
1522,Ferrokësterite,-Cu-Fe-Sn-S-,-Cu-Fe-Sn-S-,,4.0,4.0,0,,2,C,B,15a,2,9,2,10
1523,Ferronickelplatinum,-Fe-Ni-Pt-,-Fe-Ni-Pt-,1983,5.0,5.0,0,,1,A,G,40,1,2,4,3
1524,Ferro-pargasite,-Al-Ca-Fe-Na-Si-O-H-,-Al-Ca-Fe-Na-Si-O-H-,1961,5.0,6.0,0,3.07-3.50,9,D,E,15,0,0,0,0
1525,Pyrosmalite-(Fe),-Fe-Si-O-H-,-Fe-Si-O-H-,1808,4.5,4.5,0,,9,E,E,10,72,4,1a,1
1526,Ferro-richterite,-Ca-Fe-Na-Si-O-H-,-Ca-Fe-Na-Si-O-H-,1978,5.0,6.0,0,2.97-3.45,9,D,E,20,0,0,0,0
1527,Ferroselite,-Fe-Se-,-Fe-Se-,1955,6.0,6.5,0,7.20,2,E,B,10a,2,12,2,2
1528,Ferrosilite,-Fe-Si-O-,-Fe-Si-O-,1935,5.0,6.0,0,,9,D,A,05,65,1,2,2
1529,Ferrostrunzite,-Fe-O-P-H-,-Fe-O-P-H-,1983,4.0,4.0,0,,8,D,C,25,42,11,9,2
1530,Tantalite-(Fe),-Fe-Ta-O-,-Fe-Ta-O-,1836,6.0,6.5,0,,4,D,B,35,8,3,2,1
1531,Tapiolite-(Fe),-Fe-Ta-O-,-Fe-Ta-O-,1863,6.0,6.5,0,,4,D,B,10,8,3,1,1
1532,Ferro-tschermakite,-Al-Ca-Fe-Si-O-H-,-Al-Ca-Fe-Si-O-H-,1945,5.0,6.0,0,3.13-3.35,9,D,E,10,0,0,0,0
1533,Ferrotychite,-Fe-Mg-Mn-Na-O-C-S-,-Fe-Na-O-C-S-,1981,4.0,4.0,0,,5,B,F,05,17,1,1,2
1535,Ferrowodginite,-Fe-Sn-Ta-O-,-Fe-Sn-Ta-O-,1992,5.5,5.5,0,,4,D,B,40,8,1,8,2
1536,Ferrowyllieite,-Al-Ca-Fe-Mg-Mn-Na-O-P-,-Al-Fe-Na-O-P-,1979,4.0,4.0,0,,8,A,C,15,38,2,4,1
1537,Ferruccite,-Na-B-F-,-Na-B-F-,1933,3.0,3.0,0,,3,C,A,05,11,2,3,1
1538,Fersmanite,-Ca-Na-Nb-Si-Ti-O-F-,-Ca-Na-Si-Ti-O-F-,1929,5.0,5.5,0,,9,B,E,72,56,2,5,3
1539,Fersmite,-Ca-Ce-Na-Nb-Ta-Ti-O-F-H-,-Ca-Nb-O-,1946,4.0,4.5,0,,4,D,G,05,8,3,3,1
1540,Feruvite,-Al-Ca-Fe-Mg-Si-B-O-H-,-Al-Ca-Fe-Mg-Si-B-O-H-,1989,7.0,7.0,0,3.21(calc.) 3.21(meas.),9,C,K,05,61,3,1,4
1541,Fervanite,-Fe-O-H-V-,-Fe-O-H-V-,1931,0.0,0.0,0,,4,H,G,05,47,3,4,1
1542,Fetiasite,-As-Fe-Ti-O-,-As-Fe-O-,1986,5.0,5.0,3,"4.6 Low, due to alteration.",4,J,B,05,45,1,13,1
1543,Fettelite,-Ag-As-Hg-S-,-Ag-As-Hg-S-,,3.5,3.5,0,6.30,2,L,A,30,3,2,10,
1544,Fibroferrite,-Fe-O-S-H-,-Fe-O-S-H-,1833,2.0,2.5,0,,7,D,C,15,31,9,12,1
1545,Fichtelite,-C-H-,-C-H-,1841,0.0,0.0,0,,10,B,A,05,50,3,4,1
1547,Fiedlerite,-Cl-Pb-O-F-H-,-Cl-Pb-O-F-H-,1887,3.5,3.5,0,,3,D,C,10,10,3,2,1
1548,Filipstadite,-Fe-Mn-Sb-O-,-Fe-Mn-Sb-O-,1988,6.0,6.5,0,,4,B,B,05,7,2,13,1
1549,Fillowite,-Ca-Mn-Na-O-P-,-Ca-Mn-Na-O-P-,1879,4.5,4.5,0,,8,A,C,50,38,2,5,1
1550,Fingerite,-Cu-O-V-,-Cu-O-V-,1983,0.0,0.0,0,,8,B,B,80,41,11,3,1
1551,Finnemanite,-As-Cl-Pb-O-,-As-Cl-Pb-O-,1923,2.5,2.5,0,,4,J,B,45,46,1,1,1
1552,Fischesserite,-Ag-Au-Se-,-Ag-Au-Se-,1971,2.0,2.0,0,,2,B,A,75,2,4,3,2
1554,Fizélyite,-Ag-Pb-Sb-S-,-Ag-Pb-Sb-S-,,2.0,2.0,0,,2,J,B,40a,3,4,15,8
1555,Flagstaffite,-O-C-H-,-O-C-H-,1920,0.0,0.0,0,,10,C,A,10,50,4,3,1
1556,Fleischerite,-Ge-Pb-O-S-H-,-Ge-Pb-O-S-H-,1957,2.5,3.0,0,,7,D,F,25,31,7,6,3
1557,Fletcherite,-Cu-Ni-S-,-Cu-Ni-S-,1977,5.0,5.0,0,,2,D,A,05,2,10,1,3
1558,Flinkite,-As-Mn-O-H-,-As-Mn-O-H-,1889,4.5,4.5,0,,8,B,E,30,41,3,3,1
1559,Fülöppite,-Pb-Sb-S-,-Pb-Sb-S-,,2.5,2.5,0,5.22,2,H,C,10a,3,6,20,1
1560,Florencite-(Ce),-Al-Ce-O-P-H-,-Al-Ce-O-P-H-,,5.0,6.0,0,,8,B,L,13,41,5,10,2
1561,Florencite-(La),-Al-La-O-P-H-,-Al-La-O-P-H-,,5.0,6.0,0,,8,B,L,13,41,5,10,3
1562,Florencite-(Nd),-Al-Nd-O-P-H-,-Al-Nd-O-P-H-,,5.0,6.0,0,,8,B,L,13,41,5,10,4
1563,Florensovite,-Cr-Cu-Sb-Zn-S-,-Cr-Cu-Sb-S-,1989,5.0,5.0,0,,2,D,A,05,2,10,1,14
1564,Fluckite,-As-Ca-Mn-O-H-,-As-Ca-Mn-O-H-,1980,3.5,4.0,0,,8,C,G,,39,1,2,1
1565,Fluellite,-Al-O-P-F-H-,-Al-O-P-F-H-,1824,3.0,3.0,0,2.18,8,D,E,10,42,6,9,1
1566,Fluoborite,-Mg-B-O-F-H-,-Mg-B-O-F-,1926,3.5,3.5,0,2.89,6,A,B,50,25,1,2,1
1567,Fluocerite-(Ce),-Ce-F-,-Ce-F-,,4.5,5.0,0,,3,A,C,15,9,3,4,1
1568,Fluocerite-(La),-La-F-,-La-F-,,4.0,5.0,0,,3,A,C,15,9,3,4,2
1572,Fluorapatite,-Ca-O-P-F-,-Ca-O-P-F-,1823,5.0,5.0,4,3.18,8,B,N,05,41,8,1,1
1573,Fluorapophyllite-(K),-Ca-Si-O-K-F-H-,-Ca-Si-O-K-F-H-,1976,4.5,5.0,0,,9,E,A,15,72,3,1,1
1574,Fluorbritholite-(Ce),-Ca-Ce-Si-O-F-,-Ce-Si-O-F-,,5.0,5.0,0,4.66,9,A,H,25,52,4,9,8
1575,Fluorellestadite,-Ca-Si-O-F-S-,-Ca-Si-O-F-S-,1982,4.5,4.5,0,,9,A,H,25,52,4,9,3
1576,Fluorite,-Ca-F-,-Ca-F-,1529,4.0,4.0,4,3.01 - 3.25,3,A,B,25,9,2,1,1
1578,Foggite,-Al-Ca-O-P-H-,-Al-Ca-O-P-H-,1973,4.0,4.0,0,,8,D,L,05,42,7,2,1
1579,Foitite,-Al-Fe-Si-B-O-H-,-Al-Fe-Si-B-O-H-,1993,7.0,7.0,0,3.14(calc.) 3.17(meas.),9,C,K,05,61,3,1,1
1580,Fontanite,-Ca-O-C-H-U-,-Ca-O-C-H-U-,1991,3.0,3.0,0,,5,E,C,05,15,3,6,1
1581,Foordite,-Nb-Sn-Ta-O-,-Nb-Sn-O-,1988,6.0,6.0,0,,4,D,G,15,8,3,10,2
1582,Formanite-(Y),-Ta-O-Y-,-Ta-O-Y-,,5.5,6.5,0,,7,G,A,10,8,1,1,2
1583,Fornacite,-As-Cr-Cu-Pb-O-H-,-As-Cr-Cu-Pb-O-H-,1915,2.0,3.0,0,,7,F,C,10,43,4,3,2
1584,Forsterite,-Mg-Si-O-,-Mg-Si-O-,1824,7.0,7.0,0,3.2,9,A,C,05,51,3,1,2
1585,Foshagite,-Ca-Si-O-H-,-Ca-Si-O-H-,1925,3.0,3.0,0,2.36,9,D,G,15,65,2,2,1
1587,Fourmarierite,-Pb-O-H-U-,-Pb-O-H-U-,1924,3.0,4.0,0,,4,G,B,25,5,9,2,1
1588,Fraipontite,-Al-Si-Zn-O-H-,-Si-Zn-O-H-,1927,3.5,4.0,0,,9,E,D,15,71,1,2c,4
1589,Francevillite,-Ba-O-H-U-V-,-Ba-O-H-U-V-,1957,3.0,3.0,0,,4,H,B,15,40,2a,27,1
1590,Franciscanite,-Mn-Si-O-H-V-,-Mn-Si-O-V-,1984,4.0,4.0,0,,9,A,F,75,52,4,1,4
1591,Francisite,-Bi-Cl-Cu-Se-O-,-Bi-Cl-Cu-Se-O-,1990,3.0,4.0,0,,4,J,G,25,34,6,6,1
1592,Franckeite,-Fe-Pb-Sb-Sn-S-,-Fe-Pb-Sb-Sn-S-,1893,2.5,3.0,0,,2,H,F,25b,3,1,4,2
1593,Francoanellite,-Al-O-P-K-H-,-Al-O-P-K-H-,1976,1.0,2.0,0,2.26,8,C,H,25,39,3,5,2
1594,Françoisite-(Nd),-Ce-Nd-Sm-O-P-H-U-,-Nd-O-P-H-U-,,3.0,3.0,0,,8,E,C,05,42,4,14,1
1595,Franconite,-Na-Nb-O-H-,-Na-Nb-O-H-,1984,4.0,4.0,0,,4,F,M,15,8,6,1,1
1596,Frankdicksonite,-Ba-F-,-Ba-F-,1974,3.0,3.0,0,,3,A,B,25,0,0,0,0
1597,Franklinfurnaceite,-Ca-Fe-Mn-Si-Zn-O-H-,-Ca-Fe-Mn-Si-Zn-O-H-,1987,3.0,3.0,0,,9,E,C,55,71,4,3,1
1598,Franklinite,-Fe-Zn-O-,-Fe-Zn-O-,1819,5.5,6.0,0,,4,B,B,05,7,2,2,4
1599,Franklinphilite,-Al-Mg-Mn-Na-Si-Zn-O-K-H-,-Mn-Si-O-K-H-,1992,4.0,4.0,0,,9,E,G,40,74,1,1,3
1600,Fransoletite,-Be-Ca-O-P-H-,-Be-Ca-O-P-H-,1982,3.0,3.0,0,,8,C,A,05,40,5,1,1
1601,Franzinite,-Al-Ca-Na-Si-O-K-S-H-,-Al-Ca-Na-Si-O-S-H-,1976,5.0,5.0,0,2.49,9,F,B,05,76,2,5,6
1602,Freboldite,-Co-Se-,-Co-Se-,1957,2.5,3.0,0,,2,C,C,05,2,8,11,10
1603,Fredrikssonite,-Fe-Mg-Mn-B-O-,-Mg-Mn-B-O-,1983,6.0,6.0,0,,6,A,B,30,24,2,1,6
1604,Freedite,-As-Cl-Cu-Pb-O-,-As-Cl-Cu-Pb-O-,1985,3.0,3.0,0,,4,J,B,65,46,1,5,1
1606,Freieslebenite,-Ag-Pb-Sb-S-,-Ag-Pb-Sb-S-,1773,2.5,2.5,0,,2,J,B,15,3,4,6,2
1607,Fresnoite,-Ba-Si-Ti-O-,-Ba-Si-Ti-O-,1960,3.0,4.0,0,,9,B,E,15,55,4,2,1
1608,Freudenbergite,-Fe-Na-Ti-O-,-Na-Ti-O-,1961,5.0,5.0,0,,4,C,C,10,7,9,3,1
1609,Friedelite,-Cl-Mn-Si-O-H-,-Mn-Si-O-H-,1876,4.0,5.0,0,,9,E,E,10,72,4,1b,1
1610,Friedrichite,-Bi-Cu-Pb-S-,-Bi-Cu-Pb-S-,1977,3.5,4.0,0,,2,H,B,05a,3,4,5,5
1611,Fritzscheite,-Mn-O-P-H-U-V-,-Mn-O-P-H-U-,1865,2.0,3.0,0,,4,H,B,15,40,2a,25,1
1612,Frohbergite,-Fe-Te-,-Fe-Te-,1946,3.0,4.0,0,,2,E,B,10a,2,12,2,3
1613,Frolovite,-Ca-B-O-H-,-Ca-B-O-H-,1957,3.5,3.5,0,,6,A,C,20,25,1,3,1
1614,Frondelite,-Fe-Mn-O-P-H-,-Fe-Mn-O-P-H-,1949,4.5,4.5,0,,8,B,C,10,41,9,2,2
1615,Froodite,-Bi-Pd-,-Bi-Pd-,1958,2.5,2.5,0,,2,A,C,45a,2,12,15,1
1618,Fuenzalidaite,-Mg-Na-O-K-S-H-I-,-Mg-Na-O-K-S-H-I-,1994,2.0,3.0,0,,7,D,G,40,23,1,2,1
1619,Fukalite,-Ca-Si-O-C-H-,-Ca-Si-O-C-H-,1976,4.0,4.0,0,,9,D,Q,05,78,4,3,1
1620,Fukuchilite,-Cu-Fe-S-,-Cu-Fe-S-,1969,6.0,6.0,0,,2,E,B,05a,2,12,1,7
1621,Furongite,-Al-O-P-H-U-,-Al-O-P-H-U-,1976,2.0,3.0,0,2.9,8,E,B,50,42,10,5,1
1622,Furutobeite,-Ag-Cu-Pb-S-,-Cu-Pb-S-,1981,3.0,3.0,0,,2,B,E,10,2,16,12,1
1623,Faustite,-Al-Zn-O-P-H-,-Al-Zn-O-P-H-,1953,5.5,5.5,0,2.9,8,D,D,15,42,9,3,3
1626,Gabrielsonite,-As-Fe-Pb-O-,-As-Fe-Pb-O-,1966,3.5,3.5,0,6.67,8,B,H,35,41,5,1,5
1627,Gadolinite-(Ce),-Be-Ce-Fe-La-Nd-Si-O-Y-,-Be-Ce-Fe-Si-O-,,6.5,7.0,0,4.20,9,A,J,20,54,2,1b,2
1628,Gadolinite-(Y),-Be-Fe-Si-O-Y-,-Be-Fe-Si-O-Y-,,6.5,7.0,0,4.4,9,A,J,20,54,2,1b,3
1629,Gagarinite-(Y),-Ca-Na-F-Y-,-Ca-Na-F-Y-,,4.5,4.5,0,4.21,3,A,B,35,11,5,6,1
1631,Gageite,-Mn-Si-O-H-,-Mn-Si-O-H-,1910,3.0,3.0,0,3.46,9,D,H,35,0,0,0,0
1632,Gahnite,-Al-Zn-O-,-Al-Zn-O-,1807,7.5,8.0,0,,4,B,B,05,7,2,1,4
1634,Gaidonnayite,-Na-Si-Zr-O-H-,-Na-Si-Zr-O-H-,1973,5.0,5.0,0,,9,D,M,15,59,2,2,3
1635,Gainesite,-Be-Li-Na-Zr-O-P-K-H-,-Be-Na-Zr-O-P-H-,1941,4.0,4.0,0,,8,C,A,20,40,5,4,1
1636,Gaitite,-As-Ca-Zn-O-H-,-As-Ca-Zn-O-H-,1978,5.0,5.0,0,,8,C,G,05,40,2,2,6
1639,Galaxite,-Al-Mn-O-,-Al-Mn-O-,1932,7.5,7.5,0,,4,B,B,05,7,2,1,2
1640,Galeite,-Cl-Na-O-F-S-,-Cl-Na-O-F-S-,1955,0.0,0.0,0,,7,B,D,10,30,1,8,1
1641,Galena,-Pb-S-,-Pb-S-,,2.5,2.5,0,7.6,2,C,D,10,2,8,1,1
1642,Galenobismutite,-Bi-Pb-S-,-Bi-Pb-S-,,2.5,3.5,0,,2,J,C,25e,3,7,9,1
1643,Galkhaite,-As-Cs-Cu-Hg-S-,-As-Cs-Cu-Hg-S-,1972,3.0,3.0,0,,2,G,B,20,3,4,14,1
1644,Gallite,-Cu-Ga-S-,-Cu-Ga-S-,1958,3.0,3.5,0,,2,C,B,10a,2,9,1,3
1645,Gamagarite,-Ba-Fe-O-H-V-,-Ba-Fe-O-H-V-,1943,4.5,5.0,0,,8,B,G,05,41,10,4,3
1646,Gananite,-Bi-F-,-Bi-F-,1984,3.5,3.5,0,,3,A,C,20,9,3,5,1
1647,Ganomalite,-Ca-Mn-Pb-Si-O-,-Ca-Mn-Pb-Si-O-,1876,3.0,3.0,0,,9,B,G,25,78,2,1,1
1649,Ganophyllite,-Al-Ca-Mn-Na-Si-O-K-H-,-Mn-Si-O-K-H-,1890,4.0,4.5,0,,9,E,G,30,74,1,2,1
1650,Garavellite,-Bi-Fe-Sb-S-,-Bi-Fe-Sb-S-,1979,4.0,4.0,0,,2,H,A,20,3,7,9,4
1652,Garrelsite,-Ba-Na-Si-B-O-H-,-Ba-Na-Si-B-O-H-,,6.0,6.0,0,,9,A,J,15,54,2,4,1
1653,Garronite-Ca,-Al-Ca-Na-Si-O-H-,-Al-Ca-Na-Si-O-H-,1960,4.0,5.0,0,,9,G,C,05,77,1,3,3
1654,Gartrellite,-As-Cu-Fe-Pb-O-H-,-As-Cu-Fe-Pb-O-H-,1989,4.5,4.5,0,,8,C,G,20,43,2,2,1
1655,Garyansellite,-Fe-Mg-O-P-H-,-Mg-O-P-H-,1981,4.0,4.0,0,,8,C,C,05,40,3,2,5
1656,Gasparite-(Ce),-As-Ce-O-,-As-Ce-O-,,5.0,5.0,0,,8,A,D,50,38,4,3,6
1657,Gaspéite,-Ni-O-C-,-Ni-O-C-,,4.5,5.0,0,,5,A,B,05,14,1,1,8
1659,Gatumbaite,-Al-Ca-O-P-H-,-Al-Ca-O-P-H-,1976,4.0,5.0,0,,8,D,J,10,42,11,12,1
1660,Gaudefroyite,-Ca-Mn-B-O-C-H-,-Ca-Mn-B-O-C-,1964,6.0,6.0,0,,6,A,B,60,27,1,2,1
1661,Gaultite,-Na-Si-Zn-O-H-,-Na-Si-Zn-O-H-,1994,6.0,6.0,0,2.52,9,G,F,20,77,2,6,1
1662,Gaylussite,-Ca-Na-O-C-H-,-Ca-Na-O-C-H-,1826,2.5,2.5,0,,5,C,B,35,15,2,2,1
1663,Gearksutite,-Al-Ca-O-F-H-,-Al-Ca-O-F-H-,1868,2.0,2.0,0,,3,C,C,05,11,6,8,1
1664,Gebhardite,-As-Cl-Pb-O-,-As-Cl-Pb-O-,1983,3.0,3.0,3,,4,J,B,50,46,2,5,1
1665,Gedrite,-Al-Mg-Si-O-H-,-Al-Mg-Si-O-H-,1836,5.5,6.0,0,3.18-3.34(calc.); 3.15-3.26(meas.),9,D,D,05,66,1,2,5
1666,Geerite,-Cu-S-,-Cu-S-,1978,3.5,4.0,0,,2,B,A,05,0,0,0,0
1667,Geffroyite,-Ag-Cu-Fe-Se-S-,-Cu-Se-,1982,2.5,2.5,0,,2,B,B,15,2,7,1,6
1668,Gehlenite,-Al-Ca-Si-O-,-Al-Ca-Si-O-,1815,5.0,6.0,0,,9,B,B,10,55,4,1,2
1669,Geigerite,-As-Mn-O-H-,-As-Mn-O-H-,1985,3.0,3.0,0,,8,C,E,05,39,2,6,2
1670,Geikielite,-Mg-Ti-O-,-Mg-Ti-O-,1892,5.0,6.0,0,,4,C,B,05,4,3,5,2
1671,Geminite,-As-Cu-O-H-,-As-Cu-O-H-,1988,3.0,3.5,0,,8,C,B,30,40,5,12,1
1672,Genkinite,-Pt-Sb-,-Pt-Sb-,1976,5.5,6.0,0,,2,A,C,35a,2,6,4,1
1673,Genthelvite,-Be-Si-Zn-O-S-,-Be-Si-Zn-O-S-,1944,6.0,6.5,0,,9,F,B,10,76,2,4,3
1674,Geocronite,-Pb-Sb-S-,-Pb-Sb-S-,1839,2.5,3.0,0,,2,J,B,30a,3,3,1,2
1675,Georgechaoite,-Na-Si-Zr-O-K-H-,-Na-Si-Zr-O-K-H-,1985,5.0,5.0,0,,9,D,M,15,59,2,2,4
1676,Georgeite,-Cu-O-C-H-,-Cu-O-C-H-,1979,1.0,2.0,0,,5,B,A,10,16a,3,3,1
1677,Georgiadesite,-As-Cl-Pb-O-H-,-As-Cl-Pb-O-H-,1907,3.5,3.5,0,,4,J,B,70,41,1,3,1
1678,Gerasimovskite,-Ca-Mn-Nb-Ti-O-H-,-Mn-Nb-O-H-,1957,2.0,2.0,0,,4,F,M,25,8,7,8,3
1679,Gerdtremmelite,-Al-As-Fe-Zn-O-H-,-Al-As-Zn-O-H-,1985,0.0,0.0,0,,8,B,E,40,41,3,7,1
1680,Gerhardtite,-Cu-N-O-H-,-Cu-N-O-H-,1885,2.0,2.0,0,3.4,5,N,B,05,19,1,1,1
1681,Germanite,-Cu-Fe-Ge-S-,-Cu-Fe-Ge-S-,1922,4.0,4.0,0,4.46,2,C,B,30,2,9,4,2
