index,date,name,category,value
666,2021-01-01,South Carolina,41,14075.0
667,2021-01-01,South Dakota,42,1316.0
668,2021-01-01,Tennessee,43,20779.0
669,2021-01-01,Texas,44,83648.0
670,2021-01-01,Utah,45,3374.0
671,2021-01-01,Vermont,46,95.0
672,2021-01-01,Virginia,47,14900.0
673,2021-01-01,Washington,48,6832.0
674,2021-01-01,West Virginia,49,4927.0
675,2021-01-01,Wisconsin,50,8411.0
676,2021-01-01,Wyoming,51,605.0
677,2021-02-01,Alabama,2,6488.0
678,2021-02-01,Alaska,3,28.0
679,2021-02-01,Arizona,4,12498.0
680,2021-02-01,Arkansas,5,3508.0
681,2021-02-01,California,6,66813.0
682,2021-02-01,Colorado,7,2739.0
683,2021-02-01,Connecticut,8,3206.0
684,2021-02-01,Delaware,9,773.0
685,2021-02-01,District of Columbia,0,825.0
686,2021-02-01,Florida,10,24237.0
687,2021-02-01,Georgia,11,14170.0
688,2021-02-01,Hawaii,12,59.0
689,2021-02-01,Idaho,13,673.0
690,2021-02-01,Illinois,14,8259.0
691,2021-02-01,Indiana,15,6112.0
692,2021-02-01,Iowa,16,1791.0
693,2021-02-01,Kansas,17,1849.0
694,2021-02-01,Kentucky,18,6624.0
695,2021-02-01,Louisiana,19,4316.0
696,2021-02-01,Maine,20,356.0
697,2021-02-01,Maryland,21,6635.0
698,2021-02-01,Massachusetts,22,6005.0
699,2021-02-01,Michigan,23,4732.0
700,2021-02-01,Minnesota,24,2480.0
701,2021-02-01,Mississippi,25,4753.0
702,2021-02-01,Missouri,26,4387.0
703,2021-02-01,Montana,27,394.0
704,2021-02-01,Nebraska,28,742.0
705,2021-02-01,Nevada,29,4326.0
706,2021-02-01,New Hampshire,30,371.0
707,2021-02-01,New Jersey,31,11433.0
708,2021-02-01,New Mexico,32,1825.0
709,2021-02-01,New York,33,16291.0
710,2021-02-01,New York City,1,11655.0
711,2021-02-01,North Carolina,34,12612.0
712,2021-02-01,North Dakota,35,116.0
713,2021-02-01,Ohio,36,12163.0
714,2021-02-01,Oklahoma,37,6630.0
715,2021-02-01,Oregon,38,1088.0
716,2021-02-01,Pennsylvania,39,14821.0
717,2021-02-01,Rhode Island,40,1111.0
718,2021-02-01,South Carolina,41,7093.0
719,2021-02-01,South Dakota,42,374.0
720,2021-02-01,Tennessee,43,7133.0
721,2021-02-01,Texas,44,46316.0
722,2021-02-01,Utah,45,1135.0
723,2021-02-01,Vermont,46,54.0
724,2021-02-01,Virginia,47,8170.0
725,2021-02-01,Washington,48,3452.0
726,2021-02-01,West Virginia,49,1891.0
727,2021-02-01,Wisconsin,50,3170.0
728,2021-02-01,Wyoming,51,154.0
729,2021-03-01,Alabama,2,2440.0
730,2021-03-01,Alaska,3,16.0
731,2021-03-01,Arizona,4,3645.0
732,2021-03-01,Arkansas,5,1296.0
733,2021-03-01,California,6,20579.0
734,2021-03-01,Colorado,7,1574.0
735,2021-03-01,Connecticut,8,1559.0
736,2021-03-01,Delaware,9,265.0
737,2021-03-01,District of Columbia,0,366.0
738,2021-03-01,Florida,10,14093.0
739,2021-03-01,Georgia,11,6030.0
740,2021-03-01,Hawaii,12,18.0
741,2021-03-01,Idaho,13,466.0
742,2021-03-01,Illinois,14,4164.0
743,2021-03-01,Indiana,15,2416.0
744,2021-03-01,Iowa,16,939.0
745,2021-03-01,Kansas,17,745.0
746,2021-03-01,Kentucky,18,3111.0
747,2021-03-01,Louisiana,19,2062.0
748,2021-03-01,Maine,20,94.0
749,2021-03-01,Maryland,21,3770.0
750,2021-03-01,Massachusetts,22,3116.0
751,2021-03-01,Michigan,23,3966.0
752,2021-03-01,Minnesota,24,1525.0
753,2021-03-01,Mississippi,25,2137.0
754,2021-03-01,Missouri,26,2051.0
755,2021-03-01,Montana,27,239.0
756,2021-03-01,Nebraska,28,380.0
757,2021-03-01,Nevada,29,1605.0
758,2021-03-01,New Hampshire,30,190.0
759,2021-03-01,New Jersey,31,8189.0
760,2021-03-01,New Mexico,32,782.0
761,2021-03-01,New York,33,8442.0
762,2021-03-01,New York City,1,9520.0
763,2021-03-01,North Carolina,34,4905.0
764,2021-03-01,North Dakota,35,37.0
765,2021-03-01,Ohio,36,5678.0
766,2021-03-01,Oklahoma,37,2313.0
767,2021-03-01,Oregon,38,673.0
768,2021-03-01,Pennsylvania,39,7773.0
769,2021-03-01,Rhode Island,40,395.0
770,2021-03-01,South Carolina,41,3077.0
771,2021-03-01,South Dakota,42,114.0
772,2021-03-01,Tennessee,43,4173.0
773,2021-03-01,Texas,44,21186.0
774,2021-03-01,Utah,45,518.0
775,2021-03-01,Vermont,46,47.0
776,2021-03-01,Virginia,47,3762.0
777,2021-03-01,Washington,48,1561.0
778,2021-03-01,West Virginia,49,613.0
779,2021-03-01,Wisconsin,50,1203.0
780,2021-03-01,Wyoming,51,16.0
781,2021-04-01,Alabama,2,1159.0
782,2021-04-01,Alaska,3,27.0
783,2021-04-01,Arizona,4,1393.0
784,2021-04-01,Arkansas,5,368.0
785,2021-04-01,California,6,8767.0
786,2021-04-01,Colorado,7,1428.0
787,2021-04-01,Connecticut,8,1135.0
788,2021-04-01,Delaware,9,284.0
789,2021-04-01,District of Columbia,0,217.0
790,2021-04-01,Florida,10,11455.0
791,2021-04-01,Georgia,11,3803.0
792,2021-04-01,Hawaii,12,14.0
793,2021-04-01,Idaho,13,516.0
794,2021-04-01,Illinois,14,5584.0
795,2021-04-01,Indiana,15,2094.0
796,2021-04-01,Iowa,16,567.0
797,2021-04-01,Kansas,17,355.0
798,2021-04-01,Kentucky,18,1816.0
799,2021-04-01,Louisiana,19,942.0
800,2021-04-01,Maine,20,145.0
801,2021-04-01,Maryland,21,4010.0
802,2021-04-01,Massachusetts,22,1781.0
803,2021-04-01,Michigan,23,11671.0
804,2021-04-01,Minnesota,24,2129.0
805,2021-04-01,Mississippi,25,1103.0
806,2021-04-01,Missouri,26,1221.0
807,2021-04-01,Montana,27,112.0
808,2021-04-01,Nebraska,28,270.0
809,2021-04-01,Nevada,29,1126.0
810,2021-04-01,New Hampshire,30,117.0
811,2021-04-01,New Jersey,31,8235.0
812,2021-04-01,New Mexico,32,301.0
813,2021-04-01,New York,33,6465.0
814,2021-04-01,New York City,1,6571.0
815,2021-04-01,North Carolina,34,3546.0
816,2021-04-01,North Dakota,35,115.0
817,2021-04-01,Ohio,36,4722.0
818,2021-04-01,Oklahoma,37,1051.0
819,2021-04-01,Oregon,38,629.0
820,2021-04-01,Pennsylvania,39,9548.0
821,2021-04-01,Rhode Island,40,212.0
822,2021-04-01,South Carolina,41,1873.0
823,2021-04-01,South Dakota,42,138.0
824,2021-04-01,Tennessee,43,3563.0
825,2021-04-01,Texas,44,11397.0
826,2021-04-01,Utah,45,262.0
827,2021-04-01,Vermont,46,28.0
828,2021-04-01,Virginia,47,2794.0
829,2021-04-01,Washington,48,1753.0
830,2021-04-01,West Virginia,49,712.0
831,2021-04-01,Wisconsin,50,1314.0
832,2021-04-01,Wyoming,51,0.0
833,2021-05-01,Alabama,2,1204.0
834,2021-05-01,Alaska,3,74.0
835,2021-05-01,Arizona,4,1566.0
836,2021-05-01,Arkansas,5,444.0
837,2021-05-01,California,6,5926.0
838,2021-05-01,Colorado,7,2459.0
839,2021-05-01,Connecticut,8,618.0
840,2021-05-01,Delaware,9,114.0
841,2021-05-01,District of Columbia,0,166.0
842,2021-05-01,Florida,10,10174.0
843,2021-05-01,Georgia,11,2671.0
844,2021-05-01,Hawaii,12,59.0
845,2021-05-01,Idaho,13,349.0
846,2021-05-01,Illinois,14,5691.0
847,2021-05-01,Indiana,15,2667.0
848,2021-05-01,Iowa,16,507.0
849,2021-05-01,Kansas,17,349.0
850,2021-05-01,Kentucky,18,1794.0
851,2021-05-01,Louisiana,19,1003.0
852,2021-05-01,Maine,20,177.0
853,2021-05-01,Maryland,21,2419.0
854,2021-05-01,Massachusetts,22,1236.0
855,2021-05-01,Michigan,23,9175.0
856,2021-05-01,Minnesota,24,1754.0
857,2021-05-01,Mississippi,25,1101.0
858,2021-05-01,Missouri,26,1188.0
859,2021-05-01,Montana,27,108.0
860,2021-05-01,Nebraska,28,256.0
861,2021-05-01,Nevada,29,712.0
862,2021-05-01,New Hampshire,30,93.0
863,2021-05-01,New Jersey,31,3916.0
864,2021-05-01,New Mexico,32,356.0
865,2021-05-01,New York,33,3751.0
866,2021-05-01,New York City,1,2834.0
867,2021-05-01,North Carolina,34,3785.0
868,2021-05-01,North Dakota,35,100.0
869,2021-05-01,Ohio,36,3811.0
870,2021-05-01,Oklahoma,37,781.0
871,2021-05-01,Oregon,38,1400.0
872,2021-05-01,Pennsylvania,39,6717.0
873,2021-05-01,Rhode Island,40,115.0
874,2021-05-01,South Carolina,41,1342.0
875,2021-05-01,South Dakota,42,107.0
876,2021-05-01,Tennessee,43,2971.0
877,2021-05-01,Texas,44,9439.0
878,2021-05-01,Utah,45,207.0
879,2021-05-01,Vermont,46,0.0
880,2021-05-01,Virginia,47,2049.0
881,2021-05-01,Washington,48,2247.0
882,2021-05-01,West Virginia,49,775.0
883,2021-05-01,Wisconsin,50,1141.0
884,2021-05-01,Wyoming,51,37.0
885,2021-06-01,Alabama,2,671.0
886,2021-06-01,Alaska,3,0.0
887,2021-06-01,Arizona,4,1087.0
888,2021-06-01,Arkansas,5,649.0
889,2021-06-01,California,6,3523.0
890,2021-06-01,Colorado,7,1498.0
891,2021-06-01,Connecticut,8,58.0
892,2021-06-01,Delaware,9,47.0
893,2021-06-01,District of Columbia,0,23.0
894,2021-06-01,Florida,10,6258.0
895,2021-06-01,Georgia,11,1496.0
896,2021-06-01,Hawaii,12,13.0
897,2021-06-01,Idaho,13,190.0
898,2021-06-01,Illinois,14,2362.0
899,2021-06-01,Indiana,15,1384.0
900,2021-06-01,Iowa,16,187.0
901,2021-06-01,Kansas,17,188.0
902,2021-06-01,Kentucky,18,1035.0
903,2021-06-01,Louisiana,19,679.0
904,2021-06-01,Maine,20,31.0
905,2021-06-01,Maryland,21,669.0
906,2021-06-01,Massachusetts,22,426.0
907,2021-06-01,Michigan,23,2258.0
908,2021-06-01,Minnesota,24,706.0
909,2021-06-01,Mississippi,25,542.0
910,2021-06-01,Missouri,26,1629.0
911,2021-06-01,Montana,27,101.0
912,2021-06-01,Nebraska,28,50.0
913,2021-06-01,Nevada,29,789.0
914,2021-06-01,New Hampshire,30,28.0
915,2021-06-01,New Jersey,31,1054.0
916,2021-06-01,New Mexico,32,202.0
917,2021-06-01,New York,33,1461.0
918,2021-06-01,New York City,1,718.0
919,2021-06-01,North Carolina,34,1662.0
920,2021-06-01,North Dakota,35,51.0
921,2021-06-01,Ohio,36,2425.0
922,2021-06-01,Oklahoma,37,587.0
923,2021-06-01,Oregon,38,585.0
924,2021-06-01,Pennsylvania,39,2433.0
925,2021-06-01,Rhode Island,40,30.0
926,2021-06-01,South Carolina,41,634.0
927,2021-06-01,South Dakota,42,25.0
928,2021-06-01,Tennessee,43,1307.0
929,2021-06-01,Texas,44,5952.0
930,2021-06-01,Utah,45,252.0
931,2021-06-01,Vermont,46,0.0
932,2021-06-01,Virginia,47,775.0
933,2021-06-01,Washington,48,1552.0
934,2021-06-01,West Virginia,49,322.0
935,2021-06-01,Wisconsin,50,324.0
936,2021-06-01,Wyoming,51,49.0
937,2021-07-01,Alabama,2,1423.0
938,2021-07-01,Alaska,3,66.0
939,2021-07-01,Arizona,4,1904.0
940,2021-07-01,Arkansas,5,2850.0
941,2021-07-01,California,6,6874.0
942,2021-07-01,Colorado,7,1547.0
943,2021-07-01,Connecticut,8,36.0
944,2021-07-01,Delaware,9,27.0
945,2021-07-01,District of Columbia,0,27.0
946,2021-07-01,Florida,10,14947.0
947,2021-07-01,Georgia,11,1943.0
948,2021-07-01,Hawaii,12,42.0
949,2021-07-01,Idaho,13,244.0
950,2021-07-01,Illinois,14,1416.0
951,2021-07-01,Indiana,15,1126.0
952,2021-07-01,Iowa,16,255.0
953,2021-07-01,Kansas,17,686.0
954,2021-07-01,Kentucky,18,1433.0
955,2021-07-01,Louisiana,19,2031.0
956,2021-07-01,Maine,20,14.0
957,2021-07-01,Maryland,21,336.0
958,2021-07-01,Massachusetts,22,298.0
959,2021-07-01,Michigan,23,585.0
960,2021-07-01,Minnesota,24,291.0
961,2021-07-01,Mississippi,25,1448.0
962,2021-07-01,Missouri,26,5013.0
963,2021-07-01,Montana,27,228.0
964,2021-07-01,Nebraska,28,175.0
965,2021-07-01,Nevada,29,2683.0
966,2021-07-01,New Hampshire,30,11.0
967,2021-07-01,New Jersey,31,842.0
968,2021-07-01,New Mexico,32,132.0
969,2021-07-01,New York,33,725.0
970,2021-07-01,New York City,1,419.0
971,2021-07-01,North Carolina,34,1989.0
972,2021-07-01,North Dakota,35,12.0
973,2021-07-01,Ohio,36,1317.0
974,2021-07-01,Oklahoma,37,1495.0
975,2021-07-01,Oregon,38,519.0
976,2021-07-01,Pennsylvania,39,1149.0
977,2021-07-01,Rhode Island,40,0.0
978,2021-07-01,South Carolina,41,638.0
979,2021-07-01,South Dakota,42,13.0
980,2021-07-01,Tennessee,43,1514.0
981,2021-07-01,Texas,44,10180.0
982,2021-07-01,Utah,45,618.0
983,2021-07-01,Vermont,46,0.0
984,2021-07-01,Virginia,47,611.0
985,2021-07-01,Washington,48,1144.0
986,2021-07-01,West Virginia,49,124.0
987,2021-07-01,Wisconsin,50,304.0
988,2021-07-01,Wyoming,51,133.0
989,2021-08-01,Alabama,2,10633.0
990,2021-08-01,Alaska,3,471.0
991,2021-08-01,Arizona,4,5596.0
992,2021-08-01,Arkansas,5,7071.0
993,2021-08-01,California,6,28462.0
994,2021-08-01,Colorado,7,2606.0
995,2021-08-01,Connecticut,8,646.0
996,2021-08-01,Delaware,9,183.0
997,2021-08-01,District of Columbia,0,173.0
998,2021-08-01,Florida,10,77645.0
999,2021-08-01,Georgia,11,18567.0
1000,2021-08-01,Hawaii,12,792.0
1001,2021-08-01,Idaho,13,1509.0
1002,2021-08-01,Illinois,14,5334.0
1003,2021-08-01,Indiana,15,4877.0
1004,2021-08-01,Iowa,16,1129.0
1005,2021-08-01,Kansas,17,2729.0
1006,2021-08-01,Kentucky,18,7436.0
1007,2021-08-01,Louisiana,19,12382.0
1008,2021-08-01,Maine,20,126.0
1009,2021-08-01,Maryland,21,1368.0
1010,2021-08-01,Massachusetts,22,1046.0
1011,2021-08-01,Michigan,23,2541.0
1012,2021-08-01,Minnesota,24,1136.0
1013,2021-08-01,Mississippi,25,9300.0
1014,2021-08-01,Missouri,26,9700.0
1015,2021-08-01,Montana,27,917.0
1016,2021-08-01,Nebraska,28,938.0
1017,2021-08-01,Nevada,29,5562.0
1018,2021-08-01,New Hampshire,30,122.0
1019,2021-08-01,New Jersey,31,2591.0
1020,2021-08-01,New Mexico,32,1282.0
1021,2021-08-01,New York,33,3075.0
1022,2021-08-01,New York City,1,1564.0
1023,2021-08-01,North Carolina,34,12037.0
1024,2021-08-01,North Dakota,35,97.0
1025,2021-08-01,Ohio,36,5634.0
1026,2021-08-01,Oklahoma,37,8080.0
1027,2021-08-01,Oregon,38,4254.0
1028,2021-08-01,Pennsylvania,39,4256.0
1029,2021-08-01,Rhode Island,40,117.0
1030,2021-08-01,South Carolina,41,7756.0
1031,2021-08-01,South Dakota,42,100.0
1032,2021-08-01,Tennessee,43,11783.0
1033,2021-08-01,Texas,44,55067.0
1034,2021-08-01,Utah,45,1600.0
1035,2021-08-01,Vermont,46,27.0
1036,2021-08-01,Virginia,47,3156.0
1037,2021-08-01,Washington,48,5477.0
1038,2021-08-01,West Virginia,49,1392.0
1039,2021-08-01,Wisconsin,50,2309.0
1040,2021-08-01,Wyoming,51,376.0
1041,2021-09-01,Alabama,2,13106.0
1042,2021-09-01,Alaska,3,1002.0
1043,2021-09-01,Arizona,4,8541.0
1044,2021-09-01,Arkansas,5,5399.0
1045,2021-09-01,California,6,36745.0
1046,2021-09-01,Colorado,7,4345.0
1047,2021-09-01,Connecticut,8,1026.0
1048,2021-09-01,Delaware,9,754.0
1049,2021-09-01,District of Columbia,0,160.0
1050,2021-09-01,Florida,10,63286.0
1051,2021-09-01,Georgia,11,27003.0
1052,2021-09-01,Hawaii,12,1483.0
1053,2021-09-01,Idaho,13,4749.0
1054,2021-09-01,Illinois,14,8340.0
1055,2021-09-01,Indiana,15,10374.0
1056,2021-09-01,Iowa,16,2621.0
1057,2021-09-01,Kansas,17,3113.0
1058,2021-09-01,Kentucky,18,15351.0
1059,2021-09-01,Louisiana,19,8467.0
1060,2021-09-01,Maine,20,518.0
1061,2021-09-01,Maryland,21,3477.0
1062,2021-09-01,Massachusetts,22,2499.0
1063,2021-09-01,Michigan,23,5855.0
1064,2021-09-01,Minnesota,24,2869.0
1065,2021-09-01,Mississippi,25,8536.0
1066,2021-09-01,Missouri,26,7098.0
1067,2021-09-01,Montana,27,2075.0
1068,2021-09-01,Nebraska,28,1185.0
1069,2021-09-01,Nevada,29,5831.0
1070,2021-09-01,New Hampshire,30,242.0
1071,2021-09-01,New Jersey,31,4357.0
1072,2021-09-01,New Mexico,32,1839.0
1073,2021-09-01,New York,33,5872.0
1074,2021-09-01,New York City,1,2095.0
1075,2021-09-01,North Carolina,34,19719.0
1076,2021-09-01,North Dakota,35,386.0
1077,2021-09-01,Ohio,36,17598.0
1078,2021-09-01,Oklahoma,37,10161.0
1079,2021-09-01,Oregon,38,7097.0
1080,2021-09-01,Pennsylvania,39,10158.0
1081,2021-09-01,Rhode Island,40,251.0
1082,2021-09-01,South Carolina,41,13722.0
1083,2021-09-01,South Dakota,42,819.0
1084,2021-09-01,Tennessee,43,22058.0
1085,2021-09-01,Texas,44,67448.0
1086,2021-09-01,Utah,45,2344.0
1087,2021-09-01,Vermont,46,152.0
1088,2021-09-01,Virginia,47,8122.0
1089,2021-09-01,Washington,48,10290.0
1090,2021-09-01,West Virginia,49,4962.0
1091,2021-09-01,Wisconsin,50,5088.0
1092,2021-09-01,Wyoming,51,915.0
1093,2021-10-01,Alabama,2,5652.0
1094,2021-10-01,Alaska,3,1189.0
1095,2021-10-01,Arizona,4,8142.0
1096,2021-10-01,Arkansas,5,2962.0
1097,2021-10-01,California,6,23937.0
1098,2021-10-01,Colorado,7,7035.0
1099,2021-10-01,Connecticut,8,778.0
1100,2021-10-01,Delaware,9,576.0
1101,2021-10-01,District of Columbia,0,106.0
1102,2021-10-01,Florida,10,20399.0
1103,2021-10-01,Georgia,11,11189.0
1104,2021-10-01,Hawaii,12,398.0
1105,2021-10-01,Idaho,13,5075.0
1106,2021-10-01,Illinois,14,6672.0
1107,2021-10-01,Indiana,15,8201.0
1108,2021-10-01,Iowa,16,3318.0
1109,2021-10-01,Kansas,17,2152.0
1110,2021-10-01,Kentucky,18,10150.0
1111,2021-10-01,Louisiana,19,2777.0
1112,2021-10-01,Maine,20,648.0
1113,2021-10-01,Maryland,21,3788.0
1114,2021-10-01,Massachusetts,22,2224.0
1115,2021-10-01,Michigan,23,9434.0
1116,2021-10-01,Minnesota,24,4873.0
1117,2021-10-01,Mississippi,25,2895.0
1118,2021-10-01,Missouri,26,4367.0
1119,2021-10-01,Montana,27,3507.0
1120,2021-10-01,Nebraska,28,1840.0
1121,2021-10-01,Nevada,29,4079.0
1122,2021-10-01,New Hampshire,30,522.0
1123,2021-10-01,New Jersey,31,4098.0
1124,2021-10-01,New Mexico,32,2006.0
1125,2021-10-01,New York,33,6925.0
1126,2021-10-01,New York City,1,1475.0
1127,2021-10-01,North Carolina,34,11943.0
1128,2021-10-01,North Dakota,35,1425.0
1129,2021-10-01,Ohio,36,20040.0
1130,2021-10-01,Oklahoma,37,5051.0
1131,2021-10-01,Oregon,38,4834.0
1132,2021-10-01,Pennsylvania,39,17161.0
1133,2021-10-01,Rhode Island,40,183.0
1134,2021-10-01,South Carolina,41,7231.0
1135,2021-10-01,South Dakota,42,834.0
1136,2021-10-01,Tennessee,43,11694.0
1137,2021-10-01,Texas,44,34917.0
1138,2021-10-01,Utah,45,2683.0
1139,2021-10-01,Vermont,46,135.0
1140,2021-10-01,Virginia,47,6991.0
1141,2021-10-01,Washington,48,7401.0
1142,2021-10-01,West Virginia,49,4680.0
1143,2021-10-01,Wisconsin,50,5762.0
1144,2021-10-01,Wyoming,51,1346.0
1145,2021-11-01,Alabama,2,1750.0
1146,2021-11-01,Alaska,3,558.0
1147,2021-11-01,Arizona,4,11650.0
1148,2021-11-01,Arkansas,5,1479.0
1149,2021-11-01,California,6,20684.0
1150,2021-11-01,Colorado,7,10042.0
1151,2021-11-01,Connecticut,8,916.0
1152,2021-11-01,Delaware,9,477.0
1153,2021-11-01,District of Columbia,0,44.0
1154,2021-11-01,Florida,10,6814.0
1155,2021-11-01,Georgia,11,3870.0
1156,2021-11-01,Hawaii,12,126.0
1157,2021-11-01,Idaho,13,2382.0
1158,2021-11-01,Illinois,14,6321.0
1159,2021-11-01,Indiana,15,6886.0
1160,2021-11-01,Iowa,16,2841.0
1161,2021-11-01,Kansas,17,2341.0
1162,2021-11-01,Kentucky,18,4546.0
1163,2021-11-01,Louisiana,19,1021.0
1164,2021-11-01,Maine,20,1025.0
1165,2021-11-01,Maryland,21,2475.0
1166,2021-11-01,Massachusetts,22,2660.0
1167,2021-11-01,Michigan,23,15636.0
1168,2021-11-01,Minnesota,24,7443.0
1169,2021-11-01,Mississippi,25,1221.0
1170,2021-11-01,Missouri,26,3644.0
1171,2021-11-01,Montana,27,2419.0
1172,2021-11-01,Nebraska,28,1719.0
1173,2021-11-01,Nevada,29,3374.0
1174,2021-11-01,New Hampshire,30,871.0
1175,2021-11-01,New Jersey,31,2937.0
1176,2021-11-01,New Mexico,32,3586.0
1177,2021-11-01,New York,33,7451.0
1178,2021-11-01,New York City,1,1313.0
1179,2021-11-01,North Carolina,34,4999.0
1180,2021-11-01,North Dakota,35,1261.0
1181,2021-11-01,Ohio,36,16551.0
1182,2021-11-01,Oklahoma,37,3244.0
1183,2021-11-01,Oregon,38,2859.0
1184,2021-11-01,Pennsylvania,39,18074.0
1185,2021-11-01,Rhode Island,40,283.0
1186,2021-11-01,South Carolina,41,2919.0
1187,2021-11-01,South Dakota,42,1031.0
1188,2021-11-01,Tennessee,43,4885.0
1189,2021-11-01,Texas,44,15151.0
1190,2021-11-01,Utah,45,2326.0
1191,2021-11-01,Vermont,46,124.0
1192,2021-11-01,Virginia,47,3778.0
1193,2021-11-01,Washington,48,5871.0
1194,2021-11-01,West Virginia,49,3217.0
1195,2021-11-01,Wisconsin,50,6977.0
1196,2021-11-01,Wyoming,51,889.0
1197,2021-12-01,Alabama,2,1819.0
1198,2021-12-01,Alaska,3,178.0
1199,2021-12-01,Arizona,4,16233.0
1200,2021-12-01,Arkansas,5,2426.0
1201,2021-12-01,California,6,19964.0
1202,2021-12-01,Colorado,7,9472.0
1203,2021-12-01,Connecticut,8,2405.0
1204,2021-12-01,Delaware,9,886.0
1205,2021-12-01,District of Columbia,0,248.0
1206,2021-12-01,Florida,10,6498.0
1207,2021-12-01,Georgia,11,4085.0
1208,2021-12-01,Hawaii,12,104.0
1209,2021-12-01,Idaho,13,1550.0
1210,2021-12-01,Illinois,14,15416.0
1211,2021-12-01,Indiana,15,14251.0
1212,2021-12-01,Iowa,16,4145.0
1213,2021-12-01,Kansas,17,3799.0
1214,2021-12-01,Kentucky,18,7849.0
1215,2021-12-01,Louisiana,19,993.0
1216,2021-12-01,Maine,20,1429.0
1217,2021-12-01,Maryland,21,5935.0
1218,2021-12-01,Massachusetts,22,5958.0
1219,2021-12-01,Michigan,23,23789.0
1220,2021-12-01,Minnesota,24,9407.0
1221,2021-12-01,Mississippi,25,1661.0
1222,2021-12-01,Missouri,26,7654.0
1223,2021-12-01,Montana,27,958.0
1224,2021-12-01,Nebraska,28,2504.0
1225,2021-12-01,Nevada,29,3593.0
1226,2021-12-01,New Hampshire,30,1847.0
1227,2021-12-01,New Jersey,31,6784.0
1228,2021-12-01,New Mexico,32,4845.0
1229,2021-12-01,New York,33,13429.0
1230,2021-12-01,New York City,1,3305.0
1231,2021-12-01,North Carolina,34,7282.0
1232,2021-12-01,North Dakota,35,774.0
1233,2021-12-01,Ohio,36,30488.0
1234,2021-12-01,Oklahoma,37,4594.0
1235,2021-12-01,Oregon,38,2302.0
1236,2021-12-01,Pennsylvania,39,27361.0
1237,2021-12-01,Rhode Island,40,1042.0
1238,2021-12-01,South Carolina,41,2970.0
1239,2021-12-01,South Dakota,42,1350.0
1240,2021-12-01,Tennessee,43,6496.0
1241,2021-12-01,Texas,44,17737.0
1242,2021-12-01,Utah,45,1971.0
1243,2021-12-01,Vermont,46,262.0
1244,2021-12-01,Virginia,47,6132.0
1245,2021-12-01,Washington,48,4402.0
1246,2021-12-01,West Virginia,49,2971.0
1247,2021-12-01,Wisconsin,50,10690.0
1248,2021-12-01,Wyoming,51,400.0
1249,2022-01-01,Alabama,2,8706.0
1250,2022-01-01,Alaska,3,254.0
1251,2022-01-01,Arizona,4,15323.0
1252,2022-01-01,Arkansas,5,5976.0
1253,2022-01-01,California,6,57981.0
1254,2022-01-01,Colorado,7,9093.0
1255,2022-01-01,Connecticut,8,7077.0
1256,2022-01-01,Delaware,9,2194.0
1257,2022-01-01,District of Columbia,0,1324.0
1258,2022-01-01,Florida,10,35882.0
1259,2022-01-01,Georgia,11,18280.0
1260,2022-01-01,Hawaii,12,872.0
1261,2022-01-01,Idaho,13,1884.0
1262,2022-01-01,Illinois,14,29745.0
1263,2022-01-01,Indiana,15,17835.0
1264,2022-01-01,Iowa,16,5248.0
1265,2022-01-01,Kansas,17,6404.0
1266,2022-01-01,Kentucky,18,12797.0
1267,2022-01-01,Louisiana,19,6794.0
1268,2022-01-01,Maine,20,1350.0
1269,2022-01-01,Maryland,21,14659.0
1270,2022-01-01,Massachusetts,22,12380.0
1271,2022-01-01,Michigan,23,20042.0
1272,2022-01-01,Minnesota,24,8079.0
1273,2022-01-01,Mississippi,25,8486.0
1274,2022-01-01,Missouri,26,14170.0
1275,2022-01-01,Montana,27,1258.0
1276,2022-01-01,Nebraska,28,2962.0
1277,2022-01-01,Nevada,29,7819.0
1278,2022-01-01,New Hampshire,30,1656.0
1279,2022-01-01,New Jersey,31,24438.0
1280,2022-01-01,New Mexico,32,4476.0
1281,2022-01-01,New York,33,22562.0
1282,2022-01-01,New York City,1,17074.0
1283,2022-01-01,North Carolina,34,18706.0
1284,2022-01-01,North Dakota,35,829.0
1285,2022-01-01,Ohio,36,37057.0
1286,2022-01-01,Oklahoma,37,11957.0
1287,2022-01-01,Oregon,38,4506.0
1288,2022-01-01,Pennsylvania,39,34499.0
1289,2022-01-01,Rhode Island,40,2200.0
1290,2022-01-01,South Carolina,41,12755.0
1291,2022-01-01,South Dakota,42,1421.0
1292,2022-01-01,Tennessee,43,16230.0
1293,2022-01-01,Texas,44,51562.0
1294,2022-01-01,Utah,45,2846.0
1295,2022-01-01,Vermont,46,359.0
1296,2022-01-01,Virginia,47,14572.0
1297,2022-01-01,Washington,48,10198.0
1298,2022-01-01,West Virginia,49,4546.0
1299,2022-01-01,Wisconsin,50,11883.0
1300,2022-01-01,Wyoming,51,401.0
1301,2022-02-01,Alabama,2,8970.0
1302,2022-02-01,Alaska,3,331.0
1303,2022-02-01,Arizona,4,10232.0
1304,2022-02-01,Arkansas,5,6117.0
1305,2022-02-01,California,6,43691.0
1306,2022-02-01,Colorado,7,5538.0
1307,2022-02-01,Connecticut,8,2410.0
1308,2022-02-01,Delaware,9,905.0
1309,2022-02-01,District of Columbia,0,379.0
1310,2022-02-01,Florida,10,27676.0
1311,2022-02-01,Georgia,11,12376.0
1312,2022-02-01,Hawaii,12,545.0
1313,2022-02-01,Idaho,13,2315.0
1314,2022-02-01,Illinois,14,10943.0
